comment_id,sentence_id,attribution,primary_attribution,secondary_attribution,multiple_attribution_1,other_attribution,actual_comment_ids
423,423.2,1,industrial development,,,,UgyB8EPaw9PeLaJDCq54AaABAg.8wO_pzHJeaj8wQOzyDlN2w.2
423,423.3,1,government inaction,,,,UgyB8EPaw9PeLaJDCq54AaABAg.8wO_pzHJeaj8wQOzyDlN2w.3
423,423.4,1,government inaction,,,,UgyB8EPaw9PeLaJDCq54AaABAg.8wO_pzHJeaj8wQOzyDlN2w.4
354,354.0,0,,,,,UgyB8EPaw9PeLaJDCq54AaABAg.8wO_pzHJeaj8wTuWPN4MrR.0
354,354.1,1,lack of harvesting,,,,UgyB8EPaw9PeLaJDCq54AaABAg.8wO_pzHJeaj8wTuWPN4MrR.1
354,354.2,0,,,,,UgyB8EPaw9PeLaJDCq54AaABAg.8wO_pzHJeaj8wTuWPN4MrR.2
354,354.3,1,deforestation,,,,UgyB8EPaw9PeLaJDCq54AaABAg.8wO_pzHJeaj8wTuWPN4MrR.3
354,354.4,1,deforestation,,,,UgyB8EPaw9PeLaJDCq54AaABAg.8wO_pzHJeaj8wTuWPN4MrR.4
354,354.5,1,deforestation,,,,UgyB8EPaw9PeLaJDCq54AaABAg.8wO_pzHJeaj8wTuWPN4MrR.5
354,354.6,1,lack of awareness,,,,UgyB8EPaw9PeLaJDCq54AaABAg.8wO_pzHJeaj8wTuWPN4MrR.6
354,354.7,0,,,,,UgyB8EPaw9PeLaJDCq54AaABAg.8wO_pzHJeaj8wTuWPN4MrR.7
354,354.8,0,,,,,UgyB8EPaw9PeLaJDCq54AaABAg.8wO_pzHJeaj8wTuWPN4MrR.8
354,354.9,1,public water wastage,,,,UgyB8EPaw9PeLaJDCq54AaABAg.8wO_pzHJeaj8wTuWPN4MrR.9
354,354.1,1,public water wastage,,,,UgyB8EPaw9PeLaJDCq54AaABAg.8wO_pzHJeaj8wTuWPN4MrR.10
354,354.11,1,lack of harvesting,,,,UgyB8EPaw9PeLaJDCq54AaABAg.8wO_pzHJeaj8wTuWPN4MrR.11
354,354.12,0,,,,,UgyB8EPaw9PeLaJDCq54AaABAg.8wO_pzHJeaj8wTuWPN4MrR.12
354,354.13,0,,,,,UgyB8EPaw9PeLaJDCq54AaABAg.8wO_pzHJeaj8wTuWPN4MrR.13
1354,1354.0,0,,,,,UgyBBq2Wf1YUF0cYHY94AaABAg.0
1354,1354.1,0,,,,,UgyBBq2Wf1YUF0cYHY94AaABAg.1
1354,1354.2,1,public water wastage,,,,UgyBBq2Wf1YUF0cYHY94AaABAg.2
1354,1354.3,1,public water wastage,,,,UgyBBq2Wf1YUF0cYHY94AaABAg.3
1354,1354.4,0,,,,,UgyBBq2Wf1YUF0cYHY94AaABAg.4
1354,1354.5,0,,,,,UgyBBq2Wf1YUF0cYHY94AaABAg.5
1354,1354.6,0,,,,,UgyBBq2Wf1YUF0cYHY94AaABAg.6
1354,1354.7,1,industrial development,,,,UgyBBq2Wf1YUF0cYHY94AaABAg.7
1354,1354.8,0,,,,,UgyBBq2Wf1YUF0cYHY94AaABAg.8
465,465.0,0,,,,,UgyBDJrbhbtiMZUJcVt4AaABAg.0
465,465.1,0,,,,,UgyBDJrbhbtiMZUJcVt4AaABAg.1
465,465.2,0,,,,,UgyBDJrbhbtiMZUJcVt4AaABAg.2
3047,3047.0,0,,,,,UgyBMoqZDynoWocw11h4AaABAg.0
3047,3047.1,0,,,,,UgyBMoqZDynoWocw11h4AaABAg.1
3047,3047.2,1,lack of harvesting,loss of water bodies,,,UgyBMoqZDynoWocw11h4AaABAg.2
3047,3047.3,1,lack of harvesting,,,,UgyBMoqZDynoWocw11h4AaABAg.3
3047,3047.4,0,,,,,UgyBMoqZDynoWocw11h4AaABAg.4
1426,1426.0,1,public water wastage,,,,UgyBShzV4cYsYeuQGId4AaABAg.0
1426,1426.1,1,deforestation,,,,UgyBShzV4cYsYeuQGId4AaABAg.1
1426,1426.2,1,public water wastage,,,,UgyBShzV4cYsYeuQGId4AaABAg.2
1426,1426.3,1,public water wastage,,,,UgyBShzV4cYsYeuQGId4AaABAg.3
1426,1426.4,1,public water wastage,,,,UgyBShzV4cYsYeuQGId4AaABAg.4
1426,1426.5,0,,,,,UgyBShzV4cYsYeuQGId4AaABAg.5
2255,2255.0,1,lack of awareness,,,,UgyBaFcquOl2XlaczEJ4AaABAg.0
2069,2069.0,0,,,,,UgyC1PD1h_NvwIH2CYN4AaABAg.0
2069,2069.1,0,,,,,UgyC1PD1h_NvwIH2CYN4AaABAg.1
2069,2069.2,1,public water wastage,,,,UgyC1PD1h_NvwIH2CYN4AaABAg.2
2810,2810.0,0,,,,,UgyC1aE_3YxAlX8bv0F4AaABAg.0
2810,2810.1,0,,,,,UgyC1aE_3YxAlX8bv0F4AaABAg.1
2810,2810.2,0,,,,,UgyC1aE_3YxAlX8bv0F4AaABAg.2
2810,2810.3,0,,,,,UgyC1aE_3YxAlX8bv0F4AaABAg.3
1170,1170.0,0,,,,,UgyC1eMB_PfX4Hrv2f14AaABAg.8wPcFB6W0W_8wqwLtj1DH3.0
1170,1170.1,1,overpopulation,,,,UgyC1eMB_PfX4Hrv2f14AaABAg.8wPcFB6W0W_8wqwLtj1DH3.1
1170,1170.2,0,,,,,UgyC1eMB_PfX4Hrv2f14AaABAg.8wPcFB6W0W_8wqwLtj1DH3.2
918,918.0,0,,,,,UgyC7Ezkvg9cdep0xaV4AaABAg.0
918,918.1,0,,,,,UgyC7Ezkvg9cdep0xaV4AaABAg.1
2050,2050.0,1,public water wastage,,,,UgyC9hCF5xJC-1yBsrV4AaABAg.0
2050,2050.1,1,public water wastage,,,,UgyC9hCF5xJC-1yBsrV4AaABAg.1
2050,2050.2,1,agriculture,,,,UgyC9hCF5xJC-1yBsrV4AaABAg.2
2050,2050.3,1,agriculture,,,,UgyC9hCF5xJC-1yBsrV4AaABAg.3
2050,2050.4,1,deforestation,,,,UgyC9hCF5xJC-1yBsrV4AaABAg.4
1409,1409.0,0,,,,,UgyCJL6NcgDxv5wLpH14AaABAg.8wupnmpqMUH8x1nn8673Hu.0
1409,1409.1,0,,,,,UgyCJL6NcgDxv5wLpH14AaABAg.8wupnmpqMUH8x1nn8673Hu.1
1409,1409.2,0,,,,,UgyCJL6NcgDxv5wLpH14AaABAg.8wupnmpqMUH8x1nn8673Hu.2
2182,2182.0,0,,,,,UgyCN-guOUNqjzkl8fh4AaABAg.0
1544,1544.0,0,,,,,UgyCO2xCmEY5U-8jh4F4AaABAg.0
1544,1544.1,0,,,,,UgyCO2xCmEY5U-8jh4F4AaABAg.1
590,590.0,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.0
590,590.1,1,industrial development,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.1
590,590.2,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.2
590,590.3,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.3
590,590.4,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.4
590,590.5,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.5
3043,3043.0,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.0
3043,3043.1,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.1
3043,3043.2,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.2
3043,3043.3,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.3
3043,3043.4,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.4
3043,3043.5,1,loss of water bodies,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.5
3043,3043.6,1,lack of harvesting,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.6
3043,3043.7,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.7
3043,3043.8,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.8
3043,3043.9,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.9
3043,3043.1,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.10
3043,3043.11,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.11
3043,3043.12,1,agriculture,damming,lack of harvesting,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.12
3043,3043.13,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.13
3043,3043.14,1,overpopulation,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.14
3043,3043.15,1,loss of water bodies,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.15
3043,3043.16,1,loss of water bodies,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.16
3043,3043.17,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.17
3043,3043.18,1,loss of water bodies,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.18
3043,3043.19,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wOz529H-em.19
3020,3020.0,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wPFoM_5sOz.0
3020,3020.1,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wPFoM_5sOz.1
3020,3020.2,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wPFoM_5sOz.2
3020,3020.3,1,industrial development,contamination,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wPFoM_5sOz.3
3020,3020.4,1,industrial development,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wPFoM_5sOz.4
2516,2516.0,0,,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wQnEs5l7mn.0
2516,2516.1,1,lack of harvesting,,,,UgyCWGJVcjYsvZ2EuDB4AaABAg.8wOmwHaWR3R8wQnEs5l7mn.1
2404,2404.0,0,,,,,UgyCbW-xSIQedt1gOZ94AaABAg.0
2404,2404.1,1,overpopulation,,,,UgyCbW-xSIQedt1gOZ94AaABAg.1
2404,2404.2,1,urbanization,,,,UgyCbW-xSIQedt1gOZ94AaABAg.2
2404,2404.3,0,,,,,UgyCbW-xSIQedt1gOZ94AaABAg.3
2404,2404.4,0,,,,,UgyCbW-xSIQedt1gOZ94AaABAg.4
2404,2404.5,0,,,,,UgyCbW-xSIQedt1gOZ94AaABAg.5
2404,2404.6,0,,,,,UgyCbW-xSIQedt1gOZ94AaABAg.6
894,894.0,0,,,,,UgyCpJoiT5nfKmuXElZ4AaABAg.0
894,894.1,0,,,,,UgyCpJoiT5nfKmuXElZ4AaABAg.1
1753,1753.0,0,,,,,UgyCqGCJP7liO7QSc-x4AaABAg.8QZQFpNtOSV8QvDcFFha73.0
1753,1753.1,0,,,,,UgyCqGCJP7liO7QSc-x4AaABAg.8QZQFpNtOSV8QvDcFFha73.1
1753,1753.2,0,,,,,UgyCqGCJP7liO7QSc-x4AaABAg.8QZQFpNtOSV8QvDcFFha73.2
1753,1753.3,0,,,,,UgyCqGCJP7liO7QSc-x4AaABAg.8QZQFpNtOSV8QvDcFFha73.3
2109,2109.0,1,lack of harvesting,,,,UgyCvSVlBzoNe7CD2lZ4AaABAg.0
1655,1655.0,1,groundwater exploitation,,,,UgyD_qir40eK-yUCWul4AaABAg.0
1655,1655.1,1,groundwater exploitation,,,,UgyD_qir40eK-yUCWul4AaABAg.1
1655,1655.2,0,,,,,UgyD_qir40eK-yUCWul4AaABAg.2
2617,2617.0,1,public water wastage,,,,Ugx_1bqC5J0j49n-tLd4AaABAg.0
1566,1566.0,1,overpopulation,,,,UgyE77K-SMccNowJL4V4AaABAg.8jUZ9xIFG7j8jy7V0eGQXc.0
1566,1566.1,1,overpopulation,,,,UgyE77K-SMccNowJL4V4AaABAg.8jUZ9xIFG7j8jy7V0eGQXc.1
246,246.0,0,,,,,UgyEInEi0ApPh8Qn2Tl4AaABAg.0
246,246.1,1,lack of harvesting,,,,UgyEInEi0ApPh8Qn2Tl4AaABAg.1
246,246.2,1,lack of harvesting,,,,UgyEInEi0ApPh8Qn2Tl4AaABAg.2
952,952.0,0,,,,,UgwJ9s5QymbzqP_-UuB4AaABAg.0
952,952.1,1,deforestation,,,,UgwJ9s5QymbzqP_-UuB4AaABAg.1
952,952.2,0,,,,,UgwJ9s5QymbzqP_-UuB4AaABAg.2
2029,2029.0,1,contamination,,,,UgyEXMaREIXUwBWKc1p4AaABAg.0
2805,2805.0,1,overpopulation,,,,UgyEeBuH-kmTWrBu2HR4AaABAg.0
2805,2805.1,1,overpopulation,,,,UgyEeBuH-kmTWrBu2HR4AaABAg.1
424,424.0,1,public water wastage,,,,UgyEfFXnvhQwkXg6BHl4AaABAg.0
424,424.1,1,public water wastage,,,,UgyEfFXnvhQwkXg6BHl4AaABAg.1
424,424.2,1,public water wastage,,,,UgyEfFXnvhQwkXg6BHl4AaABAg.2
424,424.3,1,public water wastage,,,,UgyEfFXnvhQwkXg6BHl4AaABAg.3
424,424.4,1,contamination,,,,UgyEfFXnvhQwkXg6BHl4AaABAg.4
424,424.5,0,,,,,UgyEfFXnvhQwkXg6BHl4AaABAg.5
1085,1085.0,1,loss of water bodies,,,,UgyErc8aZ9uofIF-wV54AaABAg.0
1085,1085.1,1,urbanization,,,,UgyErc8aZ9uofIF-wV54AaABAg.1
1085,1085.2,1,urbanization,,,,UgyErc8aZ9uofIF-wV54AaABAg.2
1085,1085.3,1,loss of water bodies,,,,UgyErc8aZ9uofIF-wV54AaABAg.3
1085,1085.4,1,loss of water bodies,,,,UgyErc8aZ9uofIF-wV54AaABAg.4
764,764.0,1,agriculture,,,,UgyF0HPD9ED9OLZ5YSV4AaABAg.8wE_5ioyQ0H8wGAqJKMXWX.0
764,764.1,0,,,,,UgyF0HPD9ED9OLZ5YSV4AaABAg.8wE_5ioyQ0H8wGAqJKMXWX.1
1067,1067.0,0,,,,,UgyFA75ypq43Jz5YWJ54AaABAg.0
1067,1067.1,0,,,,,UgyFA75ypq43Jz5YWJ54AaABAg.1
1067,1067.2,0,,,,,UgyFA75ypq43Jz5YWJ54AaABAg.2
1067,1067.3,0,,,,,UgyFA75ypq43Jz5YWJ54AaABAg.3
1067,1067.4,0,,,,,UgyFA75ypq43Jz5YWJ54AaABAg.4
1067,1067.5,0,,,,,UgyFA75ypq43Jz5YWJ54AaABAg.5
1067,1067.6,1,loss of water bodies,,,,UgyFA75ypq43Jz5YWJ54AaABAg.6
1067,1067.7,0,,,,,UgyFA75ypq43Jz5YWJ54AaABAg.7
1067,1067.8,1,government inaction,,,,UgyFA75ypq43Jz5YWJ54AaABAg.8
1067,1067.9,1,deforestation,,,,UgyFA75ypq43Jz5YWJ54AaABAg.9
1067,1067.1,1,lack of harvesting,,,,UgyFA75ypq43Jz5YWJ54AaABAg.10
1067,1067.11,1,public water wastage,,,,UgyFA75ypq43Jz5YWJ54AaABAg.11
1896,1896.0,1,desalination,,,,UgyFhPrDugZFQliOkt94AaABAg.0
972,972.0,0,,,,,UgyFmVIBc-lxJIoExWt4AaABAg.0
972,972.1,0,,,,,UgyFmVIBc-lxJIoExWt4AaABAg.1
972,972.2,0,,,,,UgyFmVIBc-lxJIoExWt4AaABAg.2
1301,1301.0,0,,,,,UgyFnA0xXlpQawvAD8R4AaABAg.0
1285,1285.0,1,groundwater exploitation,,,,UgyFuDCDTfo5iwrqUY14AaABAg.0
1285,1285.1,1,public water wastage,,,,UgyFuDCDTfo5iwrqUY14AaABAg.1
1285,1285.2,0,,,,,UgyFuDCDTfo5iwrqUY14AaABAg.2
1285,1285.3,0,,,,,UgyFuDCDTfo5iwrqUY14AaABAg.3
1285,1285.4,0,,,,,UgyFuDCDTfo5iwrqUY14AaABAg.4
1285,1285.5,0,,,,,UgyFuDCDTfo5iwrqUY14AaABAg.5
1285,1285.6,1,deforestation,,,,UgyFuDCDTfo5iwrqUY14AaABAg.6
1285,1285.7,1,lack of harvesting,,,,UgyFuDCDTfo5iwrqUY14AaABAg.7
1285,1285.8,1,public water wastage,,,,UgyFuDCDTfo5iwrqUY14AaABAg.8
1285,1285.9,1,pollution,,,,UgyFuDCDTfo5iwrqUY14AaABAg.9
1285,1285.1,0,,,,,UgyFuDCDTfo5iwrqUY14AaABAg.10
3029,3029.0,0,,,,,UgyFy6iE4m-cGNMBl8d4AaABAg.0
3029,3029.1,0,,,,,UgyFy6iE4m-cGNMBl8d4AaABAg.1
3029,3029.2,0,,,,,UgyFy6iE4m-cGNMBl8d4AaABAg.2
3029,3029.3,0,,,,,UgyFy6iE4m-cGNMBl8d4AaABAg.3
3029,3029.4,0,,,,,UgyFy6iE4m-cGNMBl8d4AaABAg.4
1742,1742.0,1,deforestation,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8wW6UavQPg5.0
1742,1742.1,1,deforestation,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8wW6UavQPg5.1
1742,1742.2,1,deforestation,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8wW6UavQPg5.2
1742,1742.3,1,overpopulation,pollution,deforestation,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8wW6UavQPg5.3
1594,1594.0,0,,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8wWcwYX9iKl.0
1594,1594.1,0,,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8wWcwYX9iKl.1
1594,1594.2,0,,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8wWcwYX9iKl.2
1594,1594.3,1,government inaction,public water wastage,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8wWcwYX9iKl.3
1594,1594.4,0,,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8wWcwYX9iKl.4
3012,3012.0,0,,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8wX0oFXYBOK.0
3012,3012.1,0,,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8wX0oFXYBOK.1
3012,3012.2,0,,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8wX0oFXYBOK.2
3012,3012.3,0,,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8wX0oFXYBOK.3
3012,3012.4,1,overpopulation,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8wX0oFXYBOK.4
130,130.0,0,,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8whwmHqaK7L.0
130,130.1,0,,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8whwmHqaK7L.1
130,130.2,1,overpopulation,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8whwmHqaK7L.2
130,130.3,1,overpopulation,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8whwmHqaK7L.3
130,130.4,1,overpopulation,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8whwmHqaK7L.4
130,130.5,1,overpopulation,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8whwmHqaK7L.5
740,740.0,1,overpopulation,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8wpE54tKzra.0
740,740.1,1,deforestation,,,,UgyG0rs4remsyi_UV_54AaABAg.8wTZA9f7_Tj8wpE54tKzra.1
2773,2773.0,1,public water wastage,,,,UgyG7EZF0xqQuvn_YIt4AaABAg.8hDOgrwb6AG8hDPRb-9ruH.0
2773,2773.1,1,religion,overpopulation,,,UgyG7EZF0xqQuvn_YIt4AaABAg.8hDOgrwb6AG8hDPRb-9ruH.1
2773,2773.2,1,religion,overpopulation,,,UgyG7EZF0xqQuvn_YIt4AaABAg.8hDOgrwb6AG8hDPRb-9ruH.2
970,970.0,0,,,,,UgyG7EZF0xqQuvn_YIt4AaABAg.8hDOgrwb6AG8hH3IoEgedT.0
970,970.1,0,,,,,UgyG7EZF0xqQuvn_YIt4AaABAg.8hDOgrwb6AG8hH3IoEgedT.1
970,970.2,0,,,,,UgyG7EZF0xqQuvn_YIt4AaABAg.8hDOgrwb6AG8hH3IoEgedT.2
970,970.3,0,,,,,UgyG7EZF0xqQuvn_YIt4AaABAg.8hDOgrwb6AG8hH3IoEgedT.3
2579,2579.0,1,lack of harvesting,,,,UgyG8WedXYAC8BteK6Z4AaABAg.0
1827,1827.0,1,lack of harvesting,overpopulation,strain on natural resources,,UgyGCHJwA-CjBGcuEfx4AaABAg.0
1827,1827.1,1,overpopulation,,,,UgyGCHJwA-CjBGcuEfx4AaABAg.1
1827,1827.2,1,overpopulation,,,,UgyGCHJwA-CjBGcuEfx4AaABAg.2
1823,1823.0,1,overpopulation,strain on natural resources,,,UgyGFqjZq-cYm01FuAh4AaABAg.0
1823,1823.1,0,,,,,UgyGFqjZq-cYm01FuAh4AaABAg.1
1823,1823.2,0,,,,,UgyGFqjZq-cYm01FuAh4AaABAg.2
2163,2163.0,1,public water wastage,,,,UgyGR5U4tmbOAhYgVIN4AaABAg.0
2163,2163.1,1,public water wastage,,,,UgyGR5U4tmbOAhYgVIN4AaABAg.1
2653,2653.0,1,lack of harvesting,loss of water bodies,public water wastage,,UgyGSFXEQNm7WlM91I94AaABAg.0
2526,2526.0,0,,,,,UgyGchI1cWJQ6ShlC-R4AaABAg.0
2526,2526.1,1,public water wastage,,,,UgyGchI1cWJQ6ShlC-R4AaABAg.1
2526,2526.2,1,public water wastage,,,,UgyGchI1cWJQ6ShlC-R4AaABAg.2
2526,2526.3,1,lack of infrastructure,,,,UgyGchI1cWJQ6ShlC-R4AaABAg.3
2526,2526.4,1,lack of infrastructure,,,,UgyGchI1cWJQ6ShlC-R4AaABAg.4
1445,1445.0,1,desalination,,,,UgyGnoAVIwf7eOdLr894AaABAg.0
1445,1445.1,0,,,,,UgyGnoAVIwf7eOdLr894AaABAg.1
1445,1445.2,0,,,,,UgyGnoAVIwf7eOdLr894AaABAg.2
1445,1445.3,0,,,,,UgyGnoAVIwf7eOdLr894AaABAg.3
1445,1445.4,0,,,,,UgyGnoAVIwf7eOdLr894AaABAg.4
1445,1445.5,1,government inaction,desalination,,,UgyGnoAVIwf7eOdLr894AaABAg.5
1445,1445.6,1,government inaction,,,,UgyGnoAVIwf7eOdLr894AaABAg.6
1445,1445.7,0,,,,,UgyGnoAVIwf7eOdLr894AaABAg.7
1445,1445.8,0,,,,,UgyGnoAVIwf7eOdLr894AaABAg.8
1445,1445.9,0,,,,,UgyGnoAVIwf7eOdLr894AaABAg.9
1445,1445.1,0,,,,,UgyGnoAVIwf7eOdLr894AaABAg.10
2409,2409.0,0,,,,,UgyH0nbcYNwopPRXgRh4AaABAg.0
2409,2409.1,1,government inaction,,,,UgyH0nbcYNwopPRXgRh4AaABAg.1
2476,2476.0,1,climate change,,,,UgyHPNiKVTZnu_7LP6l4AaABAg.0
2476,2476.1,1,climate change,,,,UgyHPNiKVTZnu_7LP6l4AaABAg.1
2476,2476.2,1,climate change,,,,UgyHPNiKVTZnu_7LP6l4AaABAg.2
2902,2902.0,0,,,,,UgyHbIF_L65yuORi6l94AaABAg.0
2902,2902.1,1,human activity,,,,UgyHbIF_L65yuORi6l94AaABAg.1
2902,2902.2,1,human activity,,,,UgyHbIF_L65yuORi6l94AaABAg.2
2902,2902.3,1,human activity,,,,UgyHbIF_L65yuORi6l94AaABAg.3
2683,2683.0,0,,,,,UgyHiONnGw77ljDdKKp4AaABAg.0
2683,2683.1,0,,,,,UgyHiONnGw77ljDdKKp4AaABAg.1
2683,2683.2,0,,,,,UgyHiONnGw77ljDdKKp4AaABAg.2
2683,2683.3,0,,,,,UgyHiONnGw77ljDdKKp4AaABAg.3
2683,2683.4,0,,,,,UgyHiONnGw77ljDdKKp4AaABAg.4
2683,2683.5,0,,,,,UgyHiONnGw77ljDdKKp4AaABAg.5
2683,2683.6,0,,,,,UgyHiONnGw77ljDdKKp4AaABAg.6
2683,2683.7,0,,,,,UgyHiONnGw77ljDdKKp4AaABAg.7
2683,2683.8,0,,,,,UgyHiONnGw77ljDdKKp4AaABAg.8
2219,2219.0,0,,,,,UgyHpqBljBpueoxRq5V4AaABAg.8ye_WzkTXao8yel9p3m7lV.0
2219,2219.1,0,,,,,UgyHpqBljBpueoxRq5V4AaABAg.8ye_WzkTXao8yel9p3m7lV.1
2219,2219.2,0,,,,,UgyHpqBljBpueoxRq5V4AaABAg.8ye_WzkTXao8yel9p3m7lV.2
2219,2219.3,0,,,,,UgyHpqBljBpueoxRq5V4AaABAg.8ye_WzkTXao8yel9p3m7lV.3
1943,1943.0,1,overpopulation,,,,UgyHtTgm6EgnqoisUrJ4AaABAg.0
1943,1943.1,1,overpopulation,strain on natural resources,,,UgyHtTgm6EgnqoisUrJ4AaABAg.1
1773,1773.0,1,loss of water bodies,,,,UgyHvEKFmUyzX-c5mOJ4AaABAg.0
1418,1418.0,1,climate change,,,,UgyI03X7W-Wto7DH6dt4AaABAg.0
2031,2031.0,0,,,,,UgyI5DL0PEGuNAwkWbh4AaABAg.0
2031,2031.1,1,public water wastage,,,,UgyI5DL0PEGuNAwkWbh4AaABAg.1
2031,2031.2,0,,,,,UgyI5DL0PEGuNAwkWbh4AaABAg.2
1020,1020.0,0,,,,,UgyI63idBStv4JPmmRN4AaABAg.8f8Ns-W0_Xf8hC3iw3njNp.0
1020,1020.1,1,climate change,human activity,,,UgyI63idBStv4JPmmRN4AaABAg.8f8Ns-W0_Xf8hC3iw3njNp.1
1020,1020.2,1,human activity,,,,UgyI63idBStv4JPmmRN4AaABAg.8f8Ns-W0_Xf8hC3iw3njNp.2
1020,1020.3,1,human activity,,,,UgyI63idBStv4JPmmRN4AaABAg.8f8Ns-W0_Xf8hC3iw3njNp.3
1020,1020.4,0,,,,,UgyI63idBStv4JPmmRN4AaABAg.8f8Ns-W0_Xf8hC3iw3njNp.4
322,322.0,0,,,,,UgyI87k-GSG6SgxTWn94AaABAg.0
322,322.1,0,,,,,UgyI87k-GSG6SgxTWn94AaABAg.1
322,322.2,0,,,,,UgyI87k-GSG6SgxTWn94AaABAg.2
1412,1412.0,0,,,,,UgyI87k-GSG6SgxTWn94AaABAg.8YG4AARjv0y8YNeaoY41zM.0
1412,1412.1,0,,,,,UgyI87k-GSG6SgxTWn94AaABAg.8YG4AARjv0y8YNeaoY41zM.1
1412,1412.2,0,,,,,UgyI87k-GSG6SgxTWn94AaABAg.8YG4AARjv0y8YNeaoY41zM.2
1412,1412.3,0,,,,,UgyI87k-GSG6SgxTWn94AaABAg.8YG4AARjv0y8YNeaoY41zM.3
1412,1412.4,0,,,,,UgyI87k-GSG6SgxTWn94AaABAg.8YG4AARjv0y8YNeaoY41zM.4
1412,1412.5,0,,,,,UgyI87k-GSG6SgxTWn94AaABAg.8YG4AARjv0y8YNeaoY41zM.5
